"","ID","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F300","F400","F401","F402","F403","F500","F501","F502","F503","F504","F505","F506","F507","F508","F509","F510","F511","F512","F513","F514","F515","F516","F517","F518","F519","F520","F521","F600","F601","F602","F603"
"93",497,5,4,0,0,1,132,5,97,0,6,2,3,3,11,5,0,5,1,1,1,1120,700,420,1060,44,1060,1,1,1,1,1,2,9,0,1,1,80,3,1,0,30,30,0,30,30,0,30,30,3,80,48,30,13620,12900,382,235,382,235,75,0,0.52,1.63333333333333
"94",498,5,4,0,0,1,140,10,90,0,9,5,4,4,17,1,0,6,1,1,7,289,240,49,810,35,810,1,1,1,1,1,2,1,0,1,1,75,3,1,0,11,1,0,11,1,0,11,1,5,100,42,26,13416,3996,384,341,384,341,89.2857142857143,0,0.702857142857143,1.59428571428571
"95",499,6,4,0,0,1,146,6,38,11,24,4,15,6,14,1,27,7,1,1,9,728,342,0,734,37,734,1,1,1,1,1,2,4,0,1,1,8,3,1,60,150,60,60,150,0,0,150,0,35,350,68,52,53225,27413,493,433,308,272,89.2857142857143,0.0114285714285714,0.708571428571429,1.42285714285714
"96",500,1,4,0,0,1,30,4,11,6,2,1,0,1,4,1,0,3,1,1,9,531,531,0,367,48,367,1,1,1,1,1,1,5,0,1,1,11,2,1,30,30,30,30,30,30,0,30,30,5,50,0,0,13306,8624,9,5,8,3,41.7894736842105,0.0657894736842105,0.710526315789474,1.19736842105263
"97",501,4,4,0,0,1,55,7,21,5,4,2,3,4,8,1,0,4,1,1,9,2369,238,2131,331,30,331,1,1,1,1,1,1,4,0,1,1,10,0,1,25,0,30,28,0,30,25,0,30,38,245,5,4,6455,3525,83,90,10,19,33.0645161290323,0.0161290322580645,1.43548387096774,1.5
"98",502,5,4,0,0,2,69,9,26,4,6,3,3,3,10,5,0,7,0,0,1,2794,745,2049,745,35,745,1,1,1,1,1,1,2,0,1,1,18,18,1,1,10,0,0,10,0,0,10,0,0,0,1,1,28883,7723,116,112,101,79,75,0,0.413333333333333,1.60666666666667
"99",503,6,4,0,0,1,101,14,42,0,11,8,6,3,3,6,8,5,1,1,3,3619,1300,0,1200,45,1200,1,1,1,1,1,2,2,0,1,1,7,4,1,0,30,6,0,30,6,0,30,6,11,110,38,28,74184,20729,257,192,257,192,165.909090909091,0,0.330909090909091,1.79636363636364
"100",504,6,4,0,0,1,105,18,43,5,10,4,6,2,10,7,0,5,1,1,1,300,300,0,1035,42,1035,1,1,1,1,1,2,1,0,1,1,8,3,1,0,180,0,30,180,60,30,210,60,1,19,8,12,11769,9182,256,261,185,206,75,0,0.44,1.69333333333333
"101",505,4,4,0,0,1,118,6,44,20,11,4,4,3,14,8,4,6,0,0,9,900,900,0,820,63,820,1,1,1,4,1,2,2,1,1,1,12,36,1,90,90,90,30,90,30,0,30,0,1,20,29,11,41653,30954,572,513,572,513,75,0,0.533333333333333,1.63333333333333
"102",506,5,4,0,0,2,97,5,28,18,15,2,9,3,8,7,2,6,1,1,1,1500,1500,0,652,24,652,1,1,1,1,1,1,2,0,1,1,8,8,1,26,30,0,26,30,0,0,30,0,55,654,30,21,236,308,236,308,189,242,75,0,1.63333333333333,1.2
"103",507,6,4,0,0,1,103,6,36,22,12,4,0,3,13,7,0,8,0,0,1,8155,1948,0,1325,24,1325,1,1,1,1,1,1,2,0,1,1,9,2,1,26,30,0,26,30,0,0,30,0,21,292,13,38,8214,4490,359,459,244,380,75,0,1.16666666666667,1.36
"104",508,6,4,0,0,1,74,6,34,6,7,2,4,4,8,3,0,6,1,1,1,777,777,0,1154,45,1154,1,1,1,1,1,2,3,0,1,1,10,3,1,30,240,60,30,240,60,0,240,60,23,0,18,16,484,526,306,286,306,286,75,0.00666666666666667,1.01333333333333,1.20666666666667
"105",509,6,4,0,0,2,67,4,37,0,8,2,5,2,8,1,0,5,1,1,9,547,547,0,400,20,400,1,1,1,1,1,2,4,0,1,1,3,4,1,0,180,78,0,180,78,0,180,0,5,150,23,24,25711,23929,436,525,299,451,75,0.00666666666666667,1.16666666666667,1.40666666666667
"106",510,6,4,0,0,1,66,5,25,9,7,3,7,3,6,1,0,5,0,0,6,200,200,0,420,20,420,1,1,1,1,1,2,2,0,1,1,9,0,1,30,150,0,30,150,0,0,90,0,28,1300,15,20,729,497,286,225,286,225,70.3571428571429,0.0214285714285714,1.27142857142857,1.12857142857143
"107",511,6,4,0,0,1,88,5,38,11,10,3,5,1,14,1,0,6,0,0,1,2330,1730,600,2330,56,2330,1,1,1,1,1,2,5,0,1,1,9,3,1,30,240,120,30,240,120,0,240,120,111,0,9,23,1310,1120,222,324,222,324,75,0.02,1.07333333333333,1.35333333333333
"108",512,5,3,0,1,0,89,3,61,0,5,2,6,3,6,3,0,5,1,1,1,1303,683,620,1366,23,1366,1,1,1,1,1,2,3,0,1,1,35,0,1,0,0,7,0,0,7,0,0,7,35,270,7,4,13636,18810,454,529,295,429,75,0.0666666666666667,1.2,1.07333333333333
"109",513,4,4,0,0,1,26,2,16,0,2,1,1,1,1,2,0,7,1,1,2,591,429,162,1287,87,1287,1,1,1,1,1,2,2,0,1,1,9,3,1,0,30,0,0,30,0,0,30,0,18,208,0,1,17490,20619,113,101,92,78,63.3389830508475,0.0677966101694915,1.32203389830508,1.02542372881356
"110",514,4,4,0,0,1,20,2,8,0,2,2,1,2,2,1,0,4,1,2,6,284,284,0,305,84,305,1,1,1,3,1,1,1,1,1,1,22,110,1,0,4,0,0,6,0,0,6,0,23,270,0,0,0,1012,0,56,0,56,28.0357142857143,0.160714285714286,1.10714285714286,1.25
"111",515,4,4,0,0,1,28,2,10,0,8,2,2,1,2,1,0,5,1,2,1,127,127,0,230,47,230,1,1,1,1,1,1,1,0,1,1,11,3,1,0,13,0,0,15,0,0,18,0,32,491,0,0,0,0,0,0,0,0,61.0168067226891,0.0756302521008403,1.43697478991597,1.39495798319328
"112",516,4,4,0,0,1,18,2,5,0,0,2,2,2,3,2,0,5,1,1,6,130,130,0,130,20,130,1,1,1,1,1,1,2,0,1,1,46,3,1,0,17,0,0,20,0,0,20,0,22,388,0,0,1557,1226,15,18,0,0,17.4,0.0666666666666667,0.866666666666667,1.33333333333333
"113",517,6,3,0,1,0,31,2,16,0,2,3,2,2,2,2,0,0,0,0,9,486,486,0,468,63,468,1,1,1,1,1,2,1,1,1,1,8,0,1,0,30,30,0,30,30,0,30,0,9,94,1,0,9014,6637,28,14,19,9,43.5714285714286,0.0317460317460317,0.936507936507937,1.31746031746032
"114",518,2,4,0,0,1,36,4,18,0,5,2,2,2,2,1,0,3,1,1,9,209,209,0,180,10,180,1,1,1,3,1,1,1,0,1,1,3,0,1,0,30,0,0,30,0,0,30,0,26,260,3,2,25040,17410,42,44,31,36,36.4814814814815,0.0185185185185185,1.11111111111111,1.22222222222222
"115",519,6,4,0,0,1,36,4,16,0,6,3,2,2,2,1,0,6,1,1,1,528,260,0,680,37,680,1,1,1,1,1,2,1,0,1,1,11,1,1,0,150,0,0,150,0,0,150,0,26,275,3,2,11920,7057,277,174,155,67,70.3571428571429,0.0857142857142857,1.05714285714286,1.12857142857143
"116",520,3,4,0,0,2,26,1,12,4,2,2,2,1,1,1,0,4,1,1,8,459,459,0,360,48,360,1,1,1,1,1,1,0,0,1,1,11,3,1,60,90,0,60,90,0,60,90,0,73,793,2,1,42748,32211,34,37,10,21,75,0.0666666666666667,1.46,1.19333333333333
"117",521,2,4,0,0,1,11,0,4,0,2,0,1,1,2,1,0,1,0,0,1,333,139,194,293,16,293,1,1,1,1,1,2,1,0,1,1,5,3,1,0,60,0,0,60,0,0,0,0,1,50,0,0,4106,2830,4,6,3,4,6,0,0.166666666666667,1.16666666666667
"118",522,4,4,0,0,1,18,0,8,0,2,2,2,1,2,1,0,6,1,2,9,343,343,0,530,22,530,1,1,1,1,1,2,3,0,1,1,10,0,1,0,180,0,0,180,0,0,180,0,3,168,0,14,0,451,0,42,0,42,23,0.0652173913043478,0.91304347826087,1.56521739130435
"119",523,3,4,0,0,3,32,1,16,0,3,2,2,1,5,2,0,5,1,1,1,320,320,0,376,7,376,1,1,1,1,1,2,4,0,1,1,4,3,1,0,90,1,0,90,0,0,90,0,13,350,4,7,13131,11149,16,116,6,35,69.1167883211679,0.0948905109489051,0.737226277372263,1.54014598540146
"120",524,4,4,0,0,1,64,2,21,18,4,2,4,2,5,6,0,6,1,1,1,442,442,0,402,40,402,1,1,1,1,1,2,3,0,1,1,9,0,1,240,240,0,240,240,0,0,240,0,64,0,9,7,88820,64373,230,142,35,0,64.7258064516129,0.0241935483870968,1,1.29838709677419
"121",525,5,4,0,0,1,17,1,6,0,2,2,2,1,2,1,0,3,0,0,1,330,304,0,304,71,304,1,1,1,1,1,1,1,0,1,1,8,3,1,0,15,15,0,7,7,0,8,7,3,33,1,0,14,17,10,13,10,13,32.2272727272727,0.136363636363636,1.5,1.04545454545455
"122",526,5,4,0,0,1,38,2,18,3,4,2,2,2,3,2,0,3,1,1,1,547,547,0,596,40,596,1,1,1,1,1,2,1,1,1,1,11,3,1,90,240,0,90,240,0,0,240,0,13,158,1,3,7342,5059,25,72,25,72,48.3617021276596,0.0638297872340425,1.14893617021277,1.29787234042553
"123",527,3,4,0,0,1,20,1,9,0,2,2,2,1,2,1,0,4,1,1,1,555,555,0,227,51,227,1,1,1,1,1,1,1,0,1,1,10,3,1,0,60,0,0,60,0,0,30,0,1,17,3,4,103,78,54,63,54,63,18.5714285714286,0.107142857142857,0.535714285714286,1.21428571428571
"124",528,2,4,0,0,1,16,1,5,0,2,2,2,1,2,1,0,5,0,0,1,618,618,0,280,19,280,1,1,1,1,1,1,1,0,1,1,44,0,1,0,90,30,0,90,30,0,90,0,1,35,2,1,2736,1341,5,9,5,9,10,0,1,1.5625
"125",529,1,4,0,0,1,10,1,2,1,1,1,1,1,1,1,0,3,1,1,1,427,427,0,261,42,261,1,1,1,1,1,2,0,0,1,0,2,4,1,60,30,30,0,30,30,60,30,0,3,30,0,0,958,1793,1,3,1,3,10.8823529411765,0,1,1.17647058823529
"126",530,3,4,0,0,1,20,1,5,0,4,2,2,1,2,1,2,0,0,0,7,1446,1446,0,425,24,425,1,1,1,1,1,2,1,0,1,1,40,3,1,0,60,60,0,60,60,0,30,0,7,83,0,0,3915,3157,75,77,32,31,32.5,0.09375,0.859375,0.890625
"127",531,4,4,0,0,2,18,0,8,2,3,1,1,1,1,1,0,3,0,0,9,983,322,660,322,72,322,1,1,1,1,1,2,1,0,1,1,22,2,1,30,30,0,30,30,0,30,30,0,7,77,0,0,11489,6023,35,28,35,28,67.955223880597,0.0298507462686567,1.53731343283582,1.43283582089552
"128",532,5,4,0,0,1,23,1,6,2,2,0,4,1,0,3,4,5,1,1,1,285,285,0,306,38,306,1,1,1,1,1,1,2,0,1,1,15,3,1,2,60,30,0,60,30,0,60,30,0,0,0,0,5223,3591,19,20,19,20,30.9016393442623,0.0655737704918033,1.18032786885246,1.37704918032787
"129",533,1,4,0,0,1,10,2,2,0,1,1,1,1,1,1,0,0,1,1,1,396,256,140,256,28,256,1,1,1,1,1,1,0,0,0,0,5,2,1,0,30,0,0,30,0,0,30,0,5,65,0,0,4263,3367,0,0,0,0,10.1578947368421,0.0526315789473684,1.73684210526316,1.31578947368421
"130",534,6,3,0,1,0,63,2,36,2,4,2,3,2,2,5,5,8,1,1,1,294,294,0,1470,6,1470,1,1,1,1,1,2,4,1,1,1,10,3,1,30,30,0,30,30,0,30,30,0,170,1870,13,13,31484,25067,424,522,191,146,75,0.0133333333333333,0.993333333333333,1.34
"131",535,2,4,0,0,1,24,1,16,0,2,1,1,1,1,1,0,2,0,0,1,350,350,0,476,25,476,1,1,1,1,1,2,1,0,0,0,15,3,1,0,30,0,0,30,0,0,30,0,6,217,7,5,2226,47783,53,61,5,14,63.75,0.0416666666666667,1.61666666666667,1.19166666666667
"132",536,5,4,0,0,1,36,2,20,0,5,2,2,2,2,1,0,5,0,0,1,3048,3048,0,818,39,818,1,1,1,1,1,2,5,0,0,1,11,1,1,0,30,0,0,30,0,0,30,0,17,170,10,2,71498,46425,197,82,129,67,75,0.26,1.50666666666667,1.20666666666667
"133",538,5,4,0,0,5,30,2,13,2,3,2,2,2,3,1,0,4,1,2,9,650,450,200,600,51,600,1,1,1,1,1,2,1,0,1,1,6,3,1,0,90,90,90,90,0,90,90,0,16,164,2,2,12955,3942,52,26,27,5,75,0.0533333333333333,0.813333333333333,1.44
"134",539,5,4,0,0,1,16,1,4,0,2,2,2,2,2,1,0,2,0,0,7,380,380,0,320,28,320,1,1,1,1,1,0,1,0,1,1,44,4,1,0,30,0,0,30,0,0,30,0,4,44,1,0,2016,453,7,6,2,2,73.0547945205479,0.0136986301369863,1.02054794520548,1.25342465753425
"135",540,2,4,0,0,5,20,1,2,4,2,1,2,1,1,2,4,1,1,2,1,609,609,0,260,17,260,1,1,1,1,1,2,1,0,1,1,5,3,1,60,30,0,60,30,0,0,30,0,0,0,0,0,2681,1107,9,1,7,0,2,0.25,3,0.25
"136",541,5,4,0,0,3,33,5,3,0,3,2,3,2,14,1,0,5,0,0,9,280,260,20,1040,76,1040,1,1,1,1,1,2,2,0,1,1,12,3,1,0,30,0,0,30,0,0,31,0,12,120,1,0,23,54,23,54,16,34,63.3389830508475,0.0508474576271186,1.14406779661017,1.52542372881356
"137",542,1,4,0,0,2,19,1,4,2,2,1,2,1,3,3,0,1,1,2,9,198,198,0,273,70,273,1,1,1,3,1,1,0,0,1,1,7,3,1,60,30,0,60,30,0,0,30,0,0,0,0,0,570,612,1,4,1,1,1,0,0,1
"138",543,5,4,0,0,2,29,2,16,0,2,2,2,2,2,1,0,1,1,1,8,96,96,0,192,44,192,1,1,1,1,1,1,1,0,1,1,15,4,1,0,30,0,0,30,0,0,30,0,7,112,3,1,16,6,16,6,15,4,69.1167883211679,0.0437956204379562,0.598540145985402,1.62773722627737
"139",544,4,4,0,0,9,39,4,8,4,6,1,2,4,7,3,0,1,1,2,1,638,582,0,416,20,416,1,1,1,1,1,2,1,0,1,1,10,3,1,60,60,0,60,60,0,0,60,0,11,0,9,8,20870,16687,122,218,42,52,51.5238095238095,0.0476190476190476,0.869047619047619,1.27380952380952
"140",545,3,4,0,0,2,44,8,21,0,5,1,2,1,5,1,0,5,0,0,1,1267,1267,0,649,42,649,1,1,1,1,1,2,3,0,1,1,3,3,1,0,1,0,0,1,0,0,1,0,12,6,1,1,405,376,100,14,0,0,75,0.0133333333333333,1.02666666666667,1.44666666666667
"141",546,5,4,0,0,2,41,5,20,0,4,2,2,2,4,2,0,5,1,2,1,1930,1062,530,532,38,532,1,1,1,1,1,2,1,0,1,1,35,10,1,0,1,0,0,1,0,0,1,0,1,27,0,0,13591,11687,376,312,0,257,75,0.02,1.26,1.49333333333333
"142",547,4,4,0,0,1,36,1,20,0,6,1,1,1,4,2,0,4,1,1,1,240,240,0,540,27,540,1,1,1,1,1,1,5,0,0,1,10,3,1,0,30,30,0,30,30,0,30,30,32,764,2,4,18479,37791,98,179,82,158,63.5378151260504,0.0504201680672269,1.60504201680672,1.23529411764706
"143",548,4,4,0,0,3,16,1,4,0,2,2,2,1,3,1,0,3,0,0,1,340,340,0,610,44,610,1,1,1,1,1,1,1,0,1,1,1,22,1,0,30,0,0,30,0,0,30,0,4,40,0,0,0,0,0,0,0,0,20.7647058823529,0.117647058823529,0.647058823529412,1.32352941176471
"144",549,4,4,0,0,1,26,0,15,0,2,2,1,1,3,2,0,5,1,1,1,157,157,0,175,70,175,1,1,1,1,1,1,1,0,1,0,5,0,1,0,30,0,0,30,0,0,30,0,1,14,0,1,180,135,180,125,180,105,53.1698113207547,0.132075471698113,1.15094339622642,1.28301886792453
"145",550,1,3,0,1,0,17,0,4,4,2,2,1,1,2,1,0,4,1,1,1,1061,367,693,417,57,417,1,1,1,3,1,1,1,0,1,1,25,5,1,30,30,0,30,30,0,30,30,0,0,0,0,1,4,31,4,31,4,31,7.46153846153846,0,0.230769230769231,1.38461538461538
"146",551,1,4,0,0,1,6,0,2,0,1,1,0,0,1,1,0,0,0,0,10,65,65,0,162,30,162,1,0,0,1,1,1,0,0,0,0,0,0,1,0,30,0,0,30,0,0,30,0,0,0,0,0,1,72,1,0,1,0,1.66666666666667,0,0.333333333333333,1
"147",552,3,3,0,3,0,14,1,2,0,4,2,0,2,2,1,0,4,1,1,1,177,177,0,354,43,354,1,1,1,1,1,1,1,0,1,1,3,1,1,0,25,0,0,25,0,0,25,0,2,34,0,0,9,5,6,5,0,0,39.4262295081967,0.0819672131147541,0.983606557377049,1.26229508196721
"148",1286,6,4,0,0,1,17,2,0,0,1,0,7,1,2,1,3,1,1,1,1,225,225,0,900,39,900,1,1,1,1,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",1288,6,1,0,0,0,8,3,0,0,0,0,3,0,0,1,1,0,0,0,7,49,49,0,49,40,49,1,1,1,1,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",1289,3,3,0,7,0,54,7,8,31,4,0,0,0,2,2,0,0,1,1,7,90,90,0,90,80,90,1,1,1,1,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",1290,3,4,0,0,2,4,0,3,0,0,0,0,0,0,1,0,0,0,0,8,850,850,0,850,20,850,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",1291,4,4,0,0,1,19,5,4,0,0,0,4,0,5,1,0,0,0,0,1,1240,1240,0,1150,19,1150,1,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",1292,6,4,0,0,1,18,3,0,0,0,0,7,3,4,1,0,0,1,1,6,449,449,0,556,27,556,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",1293,3,4,0,0,1,20,4,0,0,0,0,9,0,6,1,0,0,1,1,1,271,271,0,509,32,509,1,1,1,1,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",1294,6,3,0,1,0,58,7,6,32,6,0,0,0,2,5,0,0,1,1,10,1507,910,0,910,55,910,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",1295,2,4,0,0,7,27,0,23,0,0,0,0,0,2,1,1,1,1,1,9,1537,414,1122,262,1,262,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",1296,6,4,0,0,1,28,6,0,0,0,0,10,2,5,5,0,0,1,1,7,2977,2977,0,588,40,588,1,1,1,1,1,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",1297,1,4,0,0,1,15,3,0,0,0,0,10,0,1,1,0,1,0,0,1,1562,300,0,330,17,330,1,1,1,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",1298,1,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,7,10697,1150,0,404,47,404,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",1299,6,4,0,0,1,21,3,0,0,0,0,15,0,2,1,0,0,0,0,1,8155,1547,0,727,15,727,1,1,1,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161",1377,5,3,0,7,0,58,2,54,0,0,0,0,0,1,1,0,0,1,1,7,1232,354,878,1062,15,1062,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162",1379,1,5,0,0,0,40,4,30,0,0,0,0,0,5,1,0,0,1,2,2,525,246,279,246,46,246,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",1380,1,5,0,0,0,33,4,24,0,0,0,0,0,4,1,0,0,0,0,7,280,199,0,120,39,120,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",1381,6,5,0,0,0,61,9,48,0,0,0,0,0,2,2,0,0,0,0,1,1754,420,1334,840,40,840,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",1382,5,4,0,0,2,54,1,40,0,0,0,0,0,4,9,0,0,1,2,10,1235,1235,0,332,17,332,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",1383,6,4,0,0,2,26,2,21,0,0,0,0,0,2,1,0,0,0,0,7,180,180,0,180,17,180,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",1384,3,4,0,0,1,18,1,16,0,0,0,0,0,0,1,0,0,1,2,2,4500,180,0,180,25,180,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168",1385,1,4,0,0,3,34,2,29,0,0,0,0,0,2,1,0,0,1,2,10,396,396,0,246,28,246,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",1386,4,3,0,1,0,25,0,23,0,0,0,0,0,1,1,0,0,1,1,2,95,95,0,190,10,190,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",2004,2,4,0,0,9,15,1,4,0,1,1,2,1,4,1,0,2,0,0,1,876,876,0,530,20,530,1,1,1,1,1,1,1,0,0,1,10,2,1,0,10,0,0,10,0,0,10,0,5,70,0,0,261,740,8,4,4,4,5,0.111111111111111,1,1.22222222222222
"171",2005,5,4,0,0,1,75,6,30,6,11,2,6,3,10,1,0,5,1,1,10,296,296,0,240,15,240,1,1,1,1,1,1,4,0,1,1,9,9,1,30,30,30,30,30,30,0,30,30,64,640,4,7,27834,23811,193,179,0,55,75,0,0.826666666666667,1.36666666666667
"172",3001,3,4,0,0,1,51,5,20,0,5,3,3,2,6,6,1,5,1,1,7,200,200,0,480,10,480,1,1,1,1,1,0,2,0,1,1,9,20,1,0,120,0,0,120,0,0,120,0,25,250,0,4,1200,900,54,60,54,60,75,0,0.486666666666667,1.56
"173",3002,6,4,0,0,2,92,9,50,0,6,3,5,2,11,6,0,5,0,0,2,1196,441,755,836,6,836,1,1,1,1,1,2,1,0,1,1,10,5,1,0,210,75,0,180,75,0,210,75,13,156,16,8,28173,31519,281,247,175,158,89.2857142857143,0.0114285714285714,0.52,1.58857142857143
"174",3017,1,4,0,0,1,9,0,3,1,0,1,1,1,1,1,0,2,1,1,1,456,456,0,386,7,386,1,1,0,1,1,2,0,0,0,0,2,1,1,30,30,30,30,30,30,30,30,30,6,83,0,0,280,136,0,1,0,1,5,0,2,1.2
"175",3018,1,4,0,0,1,15,0,8,1,1,1,0,1,2,1,0,2,1,1,7,120,120,0,120,20,120,1,1,1,1,1,1,0,0,1,1,7,2,1,30,30,0,0,30,0,0,30,0,7,83,0,0,38,33,38,33,38,33,38.1076923076923,0.0461538461538462,1.07692307692308,1.27692307692308
"176",5010,6,4,0,0,2,105,3,65,8,9,3,2,2,8,5,0,7,1,2,2,850,850,0,530,67,530,1,1,1,1,1,2,2,0,1,1,9,3,1,31,30,31,30,30,31,30,30,30,1,130,5,5,83358,55717,258,260,190,209,75,0,0.96,1.4
"177",5059,1,4,0,0,5,12,1,2,0,2,1,2,1,2,1,0,1,0,0,9,600,600,0,520,7,520,1,1,1,1,1,2,0,0,1,1,2,3,1,0,10,0,0,10,0,0,10,0,3,30,0,0,124,0,0,0,0,0,0,0,0,0
"178",5060,1,4,0,0,3,12,1,0,3,1,1,1,1,3,1,0,1,0,0,1,792,792,0,217,10,217,1,1,1,1,1,1,0,0,0,1,1,4,1,10,0,0,10,0,0,10,0,0,14,143,0,0,0,416,0,1,0,0,3.4,0,5.4,1.2
"179",5061,1,4,0,0,1,11,1,0,4,1,1,1,1,1,1,0,0,0,0,9,451,451,0,400,102,400,1,1,1,3,1,0,0,0,0,0,5,5,1,30,0,0,30,0,0,30,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
"180",5062,1,4,0,0,5,10,0,2,0,1,1,1,1,2,2,0,3,0,0,1,510,510,0,284,10,284,1,1,1,1,1,2,0,0,0,1,5,1,1,0,10,0,0,10,0,0,10,0,1,10,0,0,0,2,0,0,0,0,2.5,0.25,1.25,1.25
"181",5064,1,4,0,0,2,7,0,2,1,1,0,0,1,1,1,0,1,0,0,7,540,540,0,450,27,450,1,1,1,3,1,1,0,0,0,0,2,2,1,10,30,0,10,10,0,10,10,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
"182",7008,4,4,0,0,1,54,5,19,5,5,2,4,3,10,1,0,3,0,0,1,257,257,0,500,5,500,1,1,1,1,1,2,1,0,1,1,12,3,1,15,21,0,11,20,0,18,25,0,31,316,1,2,15667,14094,39,73,36,73,17.5294117647059,0,1.11764705882353,1.23529411764706
"183",8102,5,4,0,0,1,65,10,22,0,14,3,5,5,5,1,0,5,0,0,9,3933,1400,0,1400,3,1400,1,1,1,8,1,1,0,0,0,0,3,2,1,0,220,220,0,220,220,0,220,220,36,402,13,6,196,196,196,196,0,0,69.8888888888889,0,1.01234567901235,1.1358024691358
